                user     system      total        real
find        9.080000   2.820000  11.900000 ( 12.719397)
Thread ID: 70365856317800
Total: 11.900000

 %self     total     self     wait    child    calls  name
  0.17      0.11     0.02     0.00     0.09    10000  Arel::Relation#where_clauses (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/relations/relation.rb:49}
  0.17      0.06     0.02     0.00     0.04    10000  Array#each(d1) (ruby_runtime:0}
  0.17      0.02     0.02     0.00     0.00    50011  Kernel#kind_of? (ruby_runtime:0}
  0.17      0.04     0.02     0.00     0.02    10000  ActiveRecord::Base#_run_initialize_callbacks (/home/miles/c/rails/activesupport/lib/active_support/callbacks.rb:396}
  0.17      0.09     0.02     0.00     0.07    10001  String#match (ruby_runtime:0}
  0.17      0.02     0.02     0.00     0.00    10000  Arel::Compound#joins(d1) (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/utilities/compound.rb:5}
  0.17      9.78     0.02     0.00     9.76    10000  ActiveRecord::FinderMethods#find_first (/home/miles/c/rails/activerecord/lib/active_record/relation/finder_methods.rb:320}
  0.17      0.13     0.02     0.00     0.11    10007  ActiveSupport::Notifications::Event#duration (/home/miles/c/rails/activesupport/lib/active_support/notifications/instrumenter.rb:46}
  0.08      0.01     0.01     0.00     0.00    20005  PGresult#nfields (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    10008  Hash#initialize_copy (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    10020  Kernel#== (ruby_runtime:0}
  0.08      0.03     0.01     0.00     0.02    10000  <Class::Array>#wrap (/home/miles/c/rails/activesupport/lib/active_support/core_ext/array/wrap.rb:13}
  0.08      0.01     0.01     0.00     0.00    10000  String#include? (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    10000  Arel::Relation::DefaultOperations#groupings (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/relation.rb:126}
  0.08      0.76     0.01     0.00     0.75    10000  <Class::ActiveRecord::Base>#replace_bind_variables (/home/miles/c/rails/activerecord/lib/active_record/base.rb:1265}
  0.08      0.01     0.01     0.00     0.00    10011  String#interpolate_without_ruby_19_syntax (ruby_runtime:0}
  0.08      0.02     0.01     0.00     0.01    10000  <Class::ActiveRecord::Base>#default_scoping (/home/miles/c/rails/activesupport/lib/active_support/core_ext/class/inheritable_attributes.rb:21}
  0.08      0.34     0.01     0.00     0.33    10000  Arel::Project#attributes (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/operations/project.rb:12}
  0.08      0.01     0.01     0.00     0.00    20000  Arel::Table#hash (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/relations/table.rb:66}
  0.08      1.49     0.01     0.00     1.48    10000  Arel::Relation#from_clauses (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/relations/relation.rb:41}
  0.08      0.04     0.01     0.00     0.03    10007  ActiveSupport::BufferedLogger#debug (/home/miles/c/rails/activesupport/lib/active_support/buffered_logger.rb:76}
  0.08      0.01     0.01     0.00     0.00    10007  ActiveRecord::LogSubscriber#odd? (/home/miles/c/rails/activerecord/lib/active_record/log_subscriber.rb:22}
  0.08      0.01     0.01     0.00     0.00    70014  <Class::Thread>#current (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    10000  <Class::Hash>#[] (ruby_runtime:0}
  0.08      9.82     0.01     0.00     9.81    10000  ActiveRecord::FinderMethods#first (/home/miles/c/rails/activerecord/lib/active_record/relation/finder_methods.rb:109}
  0.08      0.05     0.01     0.00     0.04    10025  ActiveSupport::Notifications::Fanout::Subscriber#subscribed_to? (/home/miles/c/rails/activesupport/lib/active_support/notifications/fanout.rb:72}
  0.08      0.09     0.01     0.00     0.08    10000  Arel::Compound#locked(d1) (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/utilities/compound.rb:5}
  0.08      0.04     0.01     0.00     0.03    20000  Arel::SqlCompiler::GenericCompiler#build_query (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/relations/compiler.rb:94}
  0.08      0.01     0.01     0.00     0.00    20000  Array#empty? (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    10000  Arel::Relation::DefaultOperations#skipped (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/relation.rb:130}
  0.08      0.12     0.01     0.00     0.11    10011  String#% (/data/web/arch/1/lib/ruby/gems/1.8/gems/i18n-0.4.1/lib/i18n/core_ext/string/interpolate.rb:79}
  0.08      0.04     0.01     0.00     0.03    30021  ActiveRecord::LogSubscriber#logger (/home/miles/c/rails/activerecord/lib/active_record/log_subscriber.rb:26}
  0.08      0.01     0.01     0.00     0.00    10000  Arel::Sql::SelectStatement#select (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/formatters.rb:89}
  0.08      0.80     0.01     0.00     0.79    10007  <Module::Benchmark>#ms (/home/miles/c/rails/activesupport/lib/active_support/core_ext/benchmark.rb:4}
  0.08      0.26     0.01     0.00     0.25    10000  Array#collect! (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    20000  Array#compact (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    10001  <Class::PGconn>#quote_ident (ruby_runtime:0}
  0.08      0.02     0.01     0.00     0.01    10007  <Class::ActiveSupport::Duration>#=== (/home/miles/c/rails/activesupport/lib/active_support/duration.rb:53}
  0.08      0.01     0.01     0.00     0.00    20008  Kernel#nil? (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    20002  MatchData#[] (ruby_runtime:0}
  0.08      0.02     0.01     0.00     0.01    10000  Arel::Compound#groupings(d2) (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/utilities/compound.rb:17}
  0.08      0.01     0.01     0.00     0.00    30001  String#+ (ruby_runtime:0}
  0.08      1.08     0.01     0.00     1.07    10000  ActiveRecord::QueryMethods#where (/home/miles/c/rails/activerecord/lib/active_record/relation/query_methods.rb:50}
  0.08      0.18     0.01     0.00     0.17    30000  Enumerable#all? (ruby_runtime:0}
  0.08      0.08     0.01     0.00     0.07    10007  ActiveSupport::LogSubscriber#debug (/home/miles/c/rails/activesupport/lib/active_support/log_subscriber.rb:99}
  0.08      0.13     0.01     0.00     0.12    10000  Arel::Compound#wheres(d1) (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/utilities/compound.rb:17}
  0.08      0.01     0.01     0.00     0.00    20001  <Class::User(id: integer, name: string, created_at: datetime, updated_at: datetime)>#table_name (/home/miles/c/rails/activemodel/lib/active_model/attribute_methods.rb:107}
  0.08      0.01     0.01     0.00     0.00    10000  Kernel#rand (ruby_runtime:0}
  0.08      0.25     0.01     0.00     0.24    10000  <Class::ActiveRecord::Base>#quote_bound_value (/home/miles/c/rails/activerecord/lib/active_record/base.rb:1301}
  0.08      0.01     0.01     0.00     0.00    10000  String#<< (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    10000  Arel::Relation::DefaultOperations#orders (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/relation.rb:124}
  0.08      0.01     0.01     0.00     0.00    20012  Time#to_f (ruby_runtime:0}
  0.08      0.78     0.01     0.00     0.77    10007  ActiveSupport::Notifications::Fanout::Subscriber#push (/home/miles/c/rails/activesupport/lib/active_support/notifications/fanout.rb:87}
  0.08      0.01     0.01     0.00     0.00    10000  Symbol#=== (ruby_runtime:0}
  0.08      1.30     0.01     0.00     1.29    10000  Arel::Compound#table_sql(d2) (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/relations/utilities/compound.rb:2}
  0.08      0.02     0.01     0.00     0.01    20006  Hash#[]= (ruby_runtime:0}
  0.08      0.91     0.01     0.00     0.90    10007  ActiveSupport::Notifications::Fanout#publish (/home/miles/c/rails/activesupport/lib/active_support/notifications/fanout.rb:26}
  0.08      1.32     0.01     0.00     1.31    10000  ActiveRecord::QueryMethods#arel (/home/miles/c/rails/activerecord/lib/active_record/relation/query_methods.rb:105}
  0.08      0.07     0.01     0.00     0.06    10000  Arel::Compound#skipped(d1) (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/utilities/compound.rb:5}
  0.08      0.01     0.01     0.00     0.00    10000  Class#read_inheritable_attribute (/home/miles/c/rails/activesupport/lib/active_support/core_ext/class/inheritable_attributes.rb:121}
  0.08      0.09     0.01     0.00     0.08    10000  Arel::Sql::Formatter#christener (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/formatters.rb:4}
  0.08      0.01     0.01     0.00     0.00    10000  Object#initialize (ruby_runtime:0}
  0.08      0.20     0.01     0.00     0.19    10000  Arel::Header#bind (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/header.rb:38}
  0.08      0.01     0.01     0.00     0.00    30047  String#== (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    20000  Hash#[](d1) (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    20005  Class#superclass (ruby_runtime:0}
  0.08      0.01     0.01     0.00     0.00    40005  <Class::ActiveRecord::Base>#connection_handler (/home/miles/c/rails/activesupport/lib/active_support/core_ext/class/attribute.rb:51}
  0.08      0.01     0.01     0.00     0.00    40003  PGresult#getvalue (ruby_runtime:0}
  0.08      0.02     0.01     0.00     0.01    10000  Arel::Compound#arguments_from_block (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/utilities/compound.rb:50}
  0.08      0.01     0.01     0.00     0.00    10000  Kernel#instance_of? (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10000  PGresult#fields (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10000  Arel::Relation::DefaultOperations#wheres (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/relation.rb:123}
  0.00      0.00     0.00     0.00     0.00        2  Module#delegate (/home/miles/c/rails/activesupport/lib/active_support/core_ext/module/delegation.rb:106}
  0.00      0.00     0.00     0.00     0.00    20000  Numeric#blank? (/home/miles/c/rails/activesupport/lib/active_support/core_ext/object/blank.rb:73}
  0.00      0.00     0.00     0.00     0.00    20003  Array#size (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::Relation#initialize (/home/miles/c/rails/activerecord/lib/active_record/relation.rb:19}
  0.00      0.00     0.00     0.00     0.00        2  ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#client_min_messages= (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb:694}
  0.00      0.25     0.00     0.00     0.25    10000  String#constantize (/home/miles/c/rails/activesupport/lib/active_support/core_ext/string/inflections.rb:38}
  0.00      0.00     0.00     0.00     0.00        1  Module#parent (/home/miles/c/rails/activesupport/lib/active_support/core_ext/module/introspection.rb:30}
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#base_class (/home/miles/c/rails/activerecord/lib/active_record/base.rb:779}
  0.00      0.00     0.00     0.00     0.00    10007  String#upcase (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  <Class::Arel::Table>#engine (/home/miles/c/rails/activesupport/lib/active_support/core_ext/class/attribute_accessors.rb:20}
  0.00      0.01     0.00     0.00     0.01        2  ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#query (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb:473}
  0.00     11.90     0.00     0.00    11.90        1  <Module::Benchmark>#measure (/data/web/arch/1/lib/ruby/1.8/benchmark.rb:291}
  0.00      0.00     0.00     0.00     0.00        1  ActiveModel::AttributeMethods::ClassMethods#define_attr_method (/home/miles/c/rails/activemodel/lib/active_model/attribute_methods.rb:93}
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#table_name_prefix (/home/miles/c/rails/activesupport/lib/active_support/core_ext/class/attribute.rb:51}
  0.00      0.00     0.00     0.00     0.00    20004  Fixnum#+ (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        2  Module#attr_accessor (ruby_runtime:0}
  0.00      0.03     0.00     0.00     0.03    10000  ActiveRecord::ConnectionAdapters::DatabaseStatements#add_limit_offset! (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/abstract/database_statements.rb:217}
  0.00      0.00     0.00     0.00     0.00    10000  <Class::ActiveRecord::Base>#quoted_table_name (/home/miles/c/rails/activerecord/lib/active_record/base.rb:551}
  0.00      0.00     0.00     0.00     0.00    10000  Class#allocate (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  Module#parents (/home/miles/c/rails/activesupport/lib/active_support/core_ext/module/introspection.rb:47}
  0.00      0.00     0.00     0.00     0.00        4  Hash#delete (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  IO#sync (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  String#* (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01        1  ActiveRecord::ConnectionAdapters::ConnectionPool#new_connection (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb:227}
  0.00      0.00     0.00     0.00     0.00        1  Kernel#require(d2) (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#undecorated_table_name (/home/miles/c/rails/activerecord/lib/active_record/base.rb:903}
  0.00      0.01     0.00     0.00     0.01        1  ActiveRecord::ConnectionAdapters::ConnectionPool#checkout (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb:185}
  0.00      0.01     0.00     0.00     0.01        1  ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#initialize (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb:215}
  0.00      0.00     0.00     0.00     0.00    10005  Fixnum#* (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  Kernel#require(d1) (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  String#downcase! (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  PGconn#initialize (ruby_runtime:0}
  0.00      0.06     0.00     0.00     0.06    10000  Arel::Compound#sources (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/utilities/compound.rb:5}
  0.00      0.00     0.00     0.00     0.00        1  String#tr! (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  String#demodulize (/home/miles/c/rails/activesupport/lib/active_support/core_ext/string/inflections.rb:93}
  0.00      0.00     0.00     0.00     0.00       14  Kernel#require (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       10  Fixnum#- (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10000  Arel::Relation::DefaultOperations#sources (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/relation.rb:131}
  0.00      0.01     0.00     0.00     0.01        1  ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#client_min_messages (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb:689}
  0.00      4.09     0.00     0.00     4.09    10000  Arel::SqlCompiler::PostgreSQLCompiler#select_sql (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/compilers/postgresql_compiler.rb:5}
  0.00      0.00     0.00     0.00     0.00        2  Kernel#instance_variable_defined? (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  PGconn#status (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  PGresult#each (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        2  Module#include (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        2  IO#sync= (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  <Module::Kernel>#format (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  MonitorMixin#mon_release (/data/web/arch/1/lib/ruby/1.8/monitor.rb:292}
  0.00      0.01     0.00     0.00     0.01        1  <Class::ActiveRecord::Base>#postgresql_connection (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb:8}
  0.00      0.00     0.00     0.00     0.00        1  <Module::ActiveSupport::Concern>#extended (/home/miles/c/rails/activesupport/lib/active_support/concern.rb:3}
  0.00      0.00     0.00     0.00     0.00        3  Kernel#print (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#pluralize (/home/miles/c/rails/activesupport/lib/active_support/inflector/inflections.rb:129}
  0.00      0.01     0.00     0.00     0.01        1  ActiveRecord::ConnectionAdapters::ConnectionPool#checkout_new_connection (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb:249}
  0.00      0.00     0.00     0.00     0.00        1  Comparable#< (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10002  Array#pop (ruby_runtime:0}
  0.00      0.34     0.00     0.00     0.34    20007  Kernel#send(d2) (ruby_runtime:0}
  0.00      0.08     0.00     0.00     0.08    10000  Arel::Compound#havings(d1) (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/utilities/compound.rb:17}
  0.00      0.00     0.00     0.00     0.00    10006  Class#inheritable_attributes (/home/miles/c/rails/activesupport/lib/active_support/core_ext/class/inheritable_attributes.rb:100}
  0.00      0.00     0.00     0.00     0.00        2  <Class::ActiveSupport::Inflector::Inflections>#instance (/home/miles/c/rails/activesupport/lib/active_support/inflector/inflections.rb:19}
  0.00     11.90     0.00     0.00    11.90        1  <Module::Benchmark>#benchmark (/data/web/arch/1/lib/ruby/1.8/benchmark.rb:170}
  0.00      0.00     0.00     0.00     0.00        2  Module#parent_name (/home/miles/c/rails/activesupport/lib/active_support/core_ext/module/introspection.rb:7}
  0.00      0.00     0.00     0.00     0.00        2  Module#< (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10003  <Class::String>#allocate (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        2  <Class::Struct::Tms>#allocate (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  Enumerable#detect (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10000  Arel::Sql::PassThrough#value (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/formatters.rb:40}
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionHandler#connection_pools (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb:297}
  0.00      0.00     0.00     0.00     0.00        2  String#to_i (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10109  Symbol#to_s (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  String#unpack (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  MonitorMixin#mon_enter (/data/web/arch/1/lib/ruby/1.8/monitor.rb:212}
  0.00      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#underscore (/home/miles/c/rails/activesupport/lib/active_support/inflector/methods.rb:38}
  0.00      0.00     0.00     0.00     0.00        2  Struct#initialize (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10000  Integer#to_i (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        6  Kernel#equal? (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        4  Module#attr_reader (ruby_runtime:0}
  0.00      0.42     0.00     0.00     0.42    10000  Arel::Relation#select_clauses (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/relations/relation.rb:45}
  0.00      0.00     0.00     0.00     0.00        1  Benchmark::Report#initialize (/data/web/arch/1/lib/ruby/1.8/benchmark.rb:369}
  0.00      0.00     0.00     0.00     0.00       11  Kernel#singleton_method_added (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10009  Module#to_s (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  Class#connect (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10000  PGresult#clear (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  Hash#symbolize_keys (/home/miles/c/rails/activesupport/lib/active_support/core_ext/hash/keys.rb:17}
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#active? (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb:226}
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#adapter_name (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb:210}
  0.00      0.00     0.00     0.00     0.00        6  Class#inherited (/home/miles/c/rails/activesupport/lib/active_support/core_ext/class/inheritable_attributes.rb:133}
  0.00      0.00     0.00     0.00     0.00    10007  Time#minus_without_duration (ruby_runtime:0}
  0.00      0.17     0.00     0.00     0.17    10000  <Class::ActiveRecord::Base>#current_scoped_methods (/home/miles/c/rails/activerecord/lib/active_record/base.rb:1111}
  0.00      0.01     0.00     0.00     0.01        1  Arel::Table#initialize (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/relations/table.rb:8}
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#default_timezone (/home/miles/c/rails/activesupport/lib/active_support/core_ext/class/attribute_accessors.rb:20}
  0.00      0.00     0.00     0.00     0.00        7  Class#new(d2) (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionPool#checkout_and_verify (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb:260}
  0.00      0.00     0.00     0.00     0.00        1  Kernel#singleton_class (/home/miles/c/rails/activesupport/lib/active_support/core_ext/kernel/singleton_class.rb:3}
  0.00      0.01     0.00     0.00     0.01        2  Arel::Sql::Engine#connection (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/engine.rb:9}
  0.00      0.00     0.00     0.00     0.00     5041  NilClass#to_s (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  Comparable#>= (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01        1  ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#configure_connection (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb:935}
  0.00      0.00     0.00     0.00     0.00        9  Module#define_method (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    20000  Array#uniq (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  <Class::PGconn>#allocate (ruby_runtime:0}
  0.00      0.04     0.00     0.00     0.04    10000  Arel::Compound#joins (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/utilities/compound.rb:5}
  0.00      0.00     0.00     0.00     0.00        1  Regexp#=== (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10001  Arel::Sql::Engine#adapter_name (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/engines/sql/engine.rb:13}
  0.00      0.00     0.00     0.00     0.00    20007  Thread#[] (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        2  Kernel#caller (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::AbstractAdapter#_run_checkout_callbacks (/home/miles/c/rails/activesupport/lib/active_support/callbacks.rb:396}
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#class_of_active_record_descendant (/home/miles/c/rails/activerecord/lib/active_record/base.rb:1145}
  0.00      0.00     0.00     0.00     0.00        1  String#inspect (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        3  IO#write (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#arel_engine(d1) (/home/miles/c/rails/activerecord/lib/active_record/base.rb:809}
  0.00      0.00     0.00     0.00     0.00        1  <Module::SecureRandom>#random_bytes (/data/web/arch/1/lib/ruby/1.8/securerandom.rb:50}
  0.00      0.01     0.00     0.00     0.01    10000  <Class::ActiveRecord::Base>#finder_needs_type_condition? (/home/miles/c/rails/activerecord/lib/active_record/base.rb:740}
  0.00      0.00     0.00     0.00     0.00        5  Module#private (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#reset_table_name (/home/miles/c/rails/activerecord/lib/active_record/base.rb:556}
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#arel_engine (/home/miles/c/rails/activerecord/lib/active_record/base.rb:809}
  0.00      0.00     0.00     0.00     0.00        2  Struct::Tms#stime (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10000  Arel::Compound#joins(d2) (/data/web/arch/1/lib/ruby/gems/1.8/bundler/gems/arel-e589a1e/lib/arel/algebra/relations/utilities/compound.rb:5}
  0.00      0.00     0.00     0.00     0.00        1  Enumerable#first (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  Module#method_defined? (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01        1  MonitorMixin#synchronize (/data/web/arch/1/lib/ruby/1.8/monitor.rb:239}
  0.00     11.90     0.00     0.00    11.90        1  <Module::Benchmark>#bm (/data/web/arch/1/lib/ruby/1.8/benchmark.rb:206}
  0.00      0.00     0.00     0.00     0.00    10000  ActiveRecord::ConnectionAdapters::DatabaseStatements#sanitize_limit (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/abstract/database_statements.rb:284}
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#full_table_name_prefix (/home/miles/c/rails/activerecord/lib/active_record/base.rb:560}
  0.00      0.00     0.00     0.00     0.00        1  Hash#symbolize_keys! (/home/miles/c/rails/activesupport/lib/active_support/core_ext/hash/keys.rb:23}
  0.00      0.00     0.00     0.00     0.00        6  Module#append_features (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00    10007  Float#+ (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  Kernel#iterator? (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  ActiveSupport::Concern#append_features (/home/miles/c/rails/activesupport/lib/active_support/concern.rb:7}
  0.00      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#demodulize (/home/miles/c/rails/activesupport/lib/active_support/inflector/methods.rb:61}
  0.00      0.00     0.00     0.00     0.00        1  MonitorMixin#mon_exit (/data/web/arch/1/lib/ruby/1.8/monitor.rb:223}
  0.00      0.00     0.00     0.00     0.00        1  Benchmark::Tms#format (/data/web/arch/1/lib/ruby/1.8/benchmark.rb:497}
  0.00      0.00     0.00     0.00     0.00        9  Module#module_eval (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        2  <Module::Process>#times (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::AbstractAdapter#initialize (/home/miles/c/rails/activerecord/lib/active_record/connection_adapters/abstract_adapter.rb:41}
